# Untuned case (Up to date)
# 704 data points written for 54 variables.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=12 seconds
12.6695924334,32.0276913335,96.2439410894,141.2776050341,96.2690105646,141.5671962767,0.2228340117,-0.0001372952,0.222834054,-0.0353017788,2.1968610947,9.0503799635,-43.5300000012,-172.6329972359,9.804655605,0.4116413647,0.0000125708,6.133828915,0.0107593489,1919.2347255956,483.4406309618,0.2850559947,0.0034080736,106.2590113619,94.4126960697,1.159017248,0.283239068,9170742.260640528,308.0287353123,17.5610935421,0.378958336,0.3791550821,0.2070955833,0.0414335847,0.130429168,0.0659976116,0.0758277827,-0.0002011061,0,0,0,0,0.0007072993,0.0101815792,10.221,82.0496358537,87.1724757817,-0.0065241392,1.8693101043,14.5253203162,1004.6850812161,340.1012441116,0.0380642382,0.012675692
12.7195924334,37.0161275537,103.2892636155,140.6347044758,103.3215680676,140.7807137579,0.3428880392,-0.0001823993,0.3428880877,-0.0304784963,2.5834956391,6.4100907327,-43.5300000016,-172.6329957467,9.8046446446,0.0158090538,-0.0000025947,-7.817925411,0.4507832215,1909.4165717773,473.6224771435,0.2839857636,0.0034062883,106.6746369937,94.2518692541,1.2154160786,0.3040074974,9838873.516331956,307.8025333849,20.2891298795,0.3804699309,0.3804702268,0.2068409629,0.0416142953,0.1320146726,0.002504622,0.0036467521,-0.0000646515,0,0,0,0,-0.0009974953,0.0109280298,10.221,82.0496358537,87.5413026249,0.0078161167,1.9070959194,14.4928958453,1004.1000278231,340.0815948823,0.05,0.013062593
12.7695924334,42.3567885392,110.3315129523,140.4871816147,110.3677908373,140.5402017543,0.4787305578,-0.0002165774,0.4787306068,-0.0259205684,2.8295766389,3.8600662066,-43.5300000019,-172.6329940617,9.8046292909,0.3355939889,0.0000145439,-5.4229079795,-0.0003981028,1899.5744467876,463.7803521538,0.2829029032,0.0034044985,106.3990121439,94.0889811826,1.2043861619,0.3247489814,10505217.36872391,308.8111602951,23.2441429242,0.3820901243,0.3822223711,0.2065686983,0.0418113789,0.1337100471,0.0538142434,0.0651548139,0.00036401,0,0,0,0,-0.0004206482,0.0116734856,10.221,82.0496358537,87.8903545165,0.0332927251,1.9265777091,14.4581817104,1003.4736607029,340.0605581165,0.05,0.013450045
12.8154991467,47.5702729813,116.7962427244,140.416290537,116.8339975832,140.4438820649,0.6120116262,-0.0002268447,0.6120116683,-0.021236921,2.9699624163,2.7837674591,-43.530000002,-172.6329924085,9.8046128532,0.4146614308,0.0000012697,-0.7281450665,0.0230914692,1890.525867792,454.7317731583,0.2818983685,0.0034028529,106.357399602,93.9377299749,1.2151129662,0.3437789456,11115714.439886596,310.154675674,26.1447776851,0.383673539,0.3838756424,0.2063030992,0.0420065246,0.1353639152,0.0667587361,0.0809596477,0.0002183202,0,0,0,0,-0.0000067683,0.0123573814,10.221,82.0496358537,88.0315684869,0.0450924005,1.9157372862,14.4242940768,1002.8622066222,340.0400222105,0.0459067133,0.013840874
12.8495021904,51.6228540204,121.5657219811,139.9223608525,121.6043808309,139.9582836461,0.7145856043,-0.0002162845,0.714585637,-0.0173417833,3.0660522634,3.1708192334,-43.5300000019,-172.6329911361,9.8045968069,0.3329349328,-0.0000209445,3.2219780457,0.0218304413,1883.8019263361,448.0078317023,0.2811462562,0.00340163,106.4620926366,93.8243951249,1.2364443314,0.357822577,11565673.827026967,310.489,28.3963090455,0.3849014195,0.3850325505,0.206097397,0.042159213,0.1366448096,0.0535133763,0.0659164829,0.0003389034,0,0,0,0,0.0001223357,0.0128619245,10.221,82.0496358537,87.9826113545,0.0352854574,1.9248584809,14.3979518455,1002.3868985792,340.0240588184,0.0340030437,0.014222996
12.8889762113,56.5303327136,127.0719167125,139.0368756935,127.1127086553,139.1191041522,0.8384437736,-0.0001912651,0.8384437954,-0.0130702687,3.2200442097,4.7825032667,-43.5300000017,-172.6329895998,9.8045843337,0.13922438,-0.0000299224,6.1828790633,0.0482826655,1875.9961249417,440.2020303079,0.2802670146,0.0034002102,106.681208036,93.6918060516,1.270854318,0.3740510611,12084992.656794015,310.489,31.1231985903,0.3863830264,0.3864062225,0.2058494362,0.0423447447,0.1381888455,0.0222632505,0.0276227065,0.0002084008,0,0,0,0,0.0004122992,0.0134445954,10.221,82.0496358537,87.7848158344,0.0058725623,1.9952195715,14.366053541,1001.8113391098,340.0047284459,0.0394740209,0.014615448
12.9389762113,63.0568548626,133.9774797786,137.452152231,134.0239799181,137.6475069413,1.0066736374,-0.0001625716,1.0066736505,-0.0092529171,3.5301707121,7.3308945024,-43.5300000015,-172.632987513,9.8045692293,0.1104565262,0.0000454285,-5.9357971038,0.0139676126,1866.1589389273,430.3648442935,0.2791494758,0.0033984208,106.7515328705,93.5231322128,1.2942374188,0.3944238261,12735875.622809365,309.8956456566,34.7534119613,0.3883380503,0.3883527414,0.2055225861,0.0425913442,0.1402241201,0.0176765575,0.0233706057,-0.0003990341,0,0,0,0,-0.0003418143,0.0141758118,10.221,82.0496358537,87.4538728963,-0.0137641776,2.1141064451,14.3236324237,1001.04591047,339.9790212488,0.05,0.015007929
12.9889762113,69.9255586097,140.7594502358,134.9725516159,140.8151567526,135.2772313409,1.1936148921,-0.0001474245,1.1936149012,-0.0070766572,3.9604975133,9.0741186654,-43.5300000013,-172.6329851942,9.8045491418,0.2587173386,0.000045607,-1.6922235148,0.0217970509,1856.3393914532,420.5452968194,0.2780232384,0.0033966345,106.6518957254,93.3529779335,1.301136659,0.4144399564,13374085.26794934,307.7993589136,38.545496498,0.3903618103,0.3904423545,0.20518458,0.0428483682,0.1423288621,0.041681532,0.0541198831,-0.0004090483,0,0,0,0,-0.0000251663,0.0148948615,10.221,82.0496358537,87.2515296439,0.0102624219,2.0861560105,14.2789858413,1000.2403264833,339.9519654198,0.05,0.015408836
13.0206470763,74.4516474391,145.0500369884,134.8573691053,145.1125245184,135.1609413761,1.3237981078,-0.0001339889,1.3237981146,-0.0057992234,4.2581148147,9.0537324725,-43.5300000012,-172.6329835793,9.8045280012,0.2383791995,0.0000183749,2.295074688,0.0674034259,1850.0775723947,414.2834777609,0.2772993875,0.0033954953,106.7005716989,93.2435292336,1.3166072268,0.4270853729,13776648.752071915,309.181744527,41.0499913212,0.3916929071,0.3917615742,0.2049624183,0.0430182398,0.143712249,0.0384244781,0.0505963836,-0.0001846798,0,0,0,0,0.0000435951,0.0153492227,10.221,82.0496358537,87.2688663833,0.036112447,2.0498181802,14.2495661281,999.7094896627,339.9341370736,0.0316708651,0.015819692
13.0562685216,79.7053989994,149.9197467831,136.188409128,149.9889570992,136.3915794105,1.4809700722,-0.0000980643,1.4809700754,-0.0037939137,4.5559605131,7.4417842807,-43.5300000009,-172.6329816298,9.8045140708,0.0884923227,-0.0000044446,5.06500443,0.1801357064,1842.9812337209,407.1871390872,0.2764736713,0.0033942042,106.8801639212,93.1185951619,1.3464014049,0.4414692238,14234023.702936871,313.4120005082,44.0027758655,0.3932564529,0.3932660099,0.204701598,0.043218495,0.1453363598,0.0142134491,0.0193043773,0.0001343075,0,0,0,0,0.0001987398,0.0158660951,10.221,82.0496358537,87.4151234051,0.0687400208,1.9898216488,14.2154159436,999.0932982244,339.9134420618,0.0356214453,0.016209759
13.1062685216,87.3679123364,156.5688430018,132.2523660613,156.6439493569,132.3370425122,1.716656245,0.0000175039,1.7166562451,0.0005842176,4.8501825954,4.7333383632,-43.5299999998,-172.6329787063,9.8044979008,0.0960390393,0.0002351727,-4.4847040103,-0.0044707819,1833.131420912,397.3373262783,0.2753179434,0.003392412,106.9214855416,92.9435819343,1.3675671272,0.4610700102,14855927.599493079,308.7723915994,48.2238442354,0.395471801,0.3954831177,0.2043322731,0.0435034058,0.1476361221,0.0154602864,0.021569566,0.0000848739,0,0,0,0,-0.0001428687,0.0165706401,10.221,82.0496358537,87.6891776309,0.0651458878,1.7908265906,14.1656105227,998.1946303459,339.8832599768,0.05,0.016600487
13.1562685216,95.3650091247,163.3013217764,133.7938634136,163.3784965294,133.8429612249,1.9636370723,0.000180103,1.9636370805,0.0052551159,5.0210989135,3.6249665268,-43.5299999984,-172.6329756427,9.8044743172,0.1721228301,0.0000090803,0.9658738253,0.0772686721,1823.1690343117,387.3749396779,0.2741374596,0.0033905992,106.8994182869,92.7646448876,1.3829149202,0.4809418958,15485240.091296356,314.5982058758,52.7349886676,0.3978175139,0.3978539695,0.2039414642,0.0438063857,0.1500696639,0.027836963,0.0381096868,-0.0002285291,0,0,0,0,0.0000060917,0.0172830226,10.221,82.0496358537,87.7894273175,0.0005021916,1.9128350939,14.1136294593,997.2567060955,339.8517594523,0.05,0.016989201
13.1851113523,100.1300734284,167.1136573115,131.785909194,167.1920132699,131.84857306,2.1097745244,0.0002634755,2.1097745409,0.0071552833,5.1180896059,4.0645240642,-43.5299999976,-172.6329738299,9.804449704,0.1291901747,-0.0000152301,4.3348357705,0.1016297084,1817.426428656,381.6323340222,0.2734516444,0.0033895542,106.9715477051,92.6606091308,1.4001505307,0.4922053028,15841203.369636748,312.8129858452,55.3913323379,0.3991916482,0.3992122915,0.2037126319,0.0439844285,0.1514945878,0.0208902414,0.0294596321,0.0000886566,0,0,0,0,0.0001171613,0.0176866795,10.221,82.0496358537,87.7046951509,-0.0378186407,1.9563016618,14.0826541793,996.6978012872,339.8329884326,0.0288428307,0.01737449
13.2283755983,107.4806044437,172.6691066007,127.5112944992,172.7522837858,127.7012797154,2.3359749107,0.0003393181,2.3359749354,0.0083226474,5.3601472868,6.9632331642,-43.5299999969,-172.6329710241,9.8044350382,0.0731695939,0.0001132289,-4.3586306939,0.109742516,1808.9127802427,373.118685609,0.2724275985,0.0033880048,107.0724520297,92.5051562922,1.4252319477,0.5085954248,16358034.63746445,308.1006626863,59.3927884287,0.4012488606,0.4012555313,0.2033701807,0.0442516701,0.1536270098,0.0118321741,0.0169055336,0.00042009,0,0,0,0,-0.0001109586,0.0182743507,10.221,82.0496358537,87.4776849683,-0.0063231479,1.9659784503,14.0348783252,995.8357540503,339.8040362651,0.043264246,0.017774154
13.2783755983,116.2710454317,178.932109036,124.3319247002,179.0250889288,124.5549322578,2.6141561543,0.000407368,2.6141561861,0.0089284902,5.7691266157,7.4500771876,-43.5299999963,-172.6329675735,9.804412415,0.1006911716,0.0000421791,0.6708625686,-0.0129425485,1799.1722381512,363.3781435175,0.2712451462,0.0033862319,107.10458291,92.3254967988,1.4459530487,0.5271182946,16940556.001353405,305.8100054187,64.114619676,0.4036559785,0.4036686732,0.2029696673,0.0445653307,0.1561209805,0.016333749,0.0238282497,0.0002084366,0,0,0,0,0.0000024476,0.0189387172,10.221,82.0496358537,87.3711334676,0.0280117994,1.955075603,13.9777413361,994.8047984648,339.7694112497,0.05,0.018180171
13.3100158105,121.9944998188,182.8391636379,122.7163366998,182.9379485879,122.8954289311,2.8006703358,0.0004644902,2.8006703743,0.0095024859,6.0110958842,6.6322815934,-43.5299999958,-172.6329652599,9.8043853603,0.0500056698,0.0001018591,3.3791817601,-0.0455411268,1792.9758349684,357.1817403346,0.2704868363,0.0033851041,107.194298607,92.2101913309,1.4660118654,0.5386586906,17302633.270728,305.0645461513,67.1616371641,0.405199808,0.4052029572,0.2027128904,0.0447670036,0.157719914,0.0081099208,0.0118467291,0.0000407156,0,0,0,0,0.0000594768,0.019352423,10.221,82.0496358537,87.4492467291,0.0209603542,1.9768626399,13.9405377237,994.1335122701,339.7468658606,0.0316402122,0.018585576
13.3574761289,130.8144040228,188.8207912125,125.0515867241,188.9242127199,125.1330190889,3.0920677163,0.0005565681,3.0920677664,0.0103131639,6.2503566084,4.5136597225,-43.529999995,-172.6329616454,9.804367745,0.0754906312,0.0000363621,-0.547897406,0.0028917757,1783.6305821186,347.8364874848,0.2693340771,0.0033834029,107.236596032,92.034775364,1.4873124614,0.5563666721,17857417.793947566,312.6663746778,72.0058879136,0.4076345695,0.4076417825,0.2023080701,0.0450857958,0.1602407036,0.0122813484,0.0185503454,0.0001436201,0,0,0,0,-0.0000014659,0.0199864815,10.221,82.0496358537,87.5928463728,-0.0133900362,2.0693269017,13.8832086027,993.0990899387,339.7121244133,0.0474603183,0.018994898
13.3948191126,137.9495961047,193.3171332987,119.6983483193,193.4226328292,119.7769883179,3.3279497202,0.0006030439,3.3279497749,0.0103823286,6.3875553817,4.3396244232,-43.5299999946,-172.6329587194,9.8043405997,0.0684128945,0.0000605434,1.8940786967,-0.001968377,1776.3051892032,340.5110945695,0.268422726,0.0033820694,107.2979475823,91.8959829144,1.506894107,0.5696674247,18272701.06690051,305.9323936174,75.7737979427,0.409515819,0.4095217718,0.2019953925,0.0453326997,0.1621877267,0.0111471348,0.0164522558,0.0004333416,0,0,0,0,0.0000167134,0.0204627347,10.221,82.0496358537,87.5722398491,-0.0036057289,2.0788345202,13.836827695,992.2622125205,339.6840175831,0.0373429837,0.019404912
13.4448191126,147.7594837735,199.0585734292,113.6913486148,199.1698487103,113.8620866918,3.6535846686,0.0006641488,3.6535847289,0.0104152295,6.6567995046,6.2331401375,-43.529999994,-172.6329546802,9.8043186397,0.0400584178,0.0001063924,-1.0871380748,-0.1496685935,1766.780206578,330.9861119443,0.2672273923,0.0033803352,107.399936634,91.7137941904,1.5346974311,0.5866415643,18800700.461068735,299.2124769494,80.7456672948,0.4119820128,0.4119840683,0.2015856315,0.045657099,0.1647392822,0.0065363986,0.0104362496,-0.0004855693,0,0,0,0,-0.0000051932,0.0210705738,10.221,82.0496358537,87.4267141185,0.0423777903,2.0902058305,13.7730666948,991.1117360905,339.645378417,0.05,0.019801671
13.4948191126,157.8522754478,204.6351587666,110.4883787653,204.7548647034,110.6293019021,3.9952113528,0.000804038,3.9952114337,0.0115308002,7.000458291,5.582167782,-43.5299999928,-172.6329504426,9.8042884477,0.0146902861,0.0000478738,1.3581556075,-0.2052392567,1757.287969392,321.4938747583,0.2660243733,0.0033786069,107.5020551642,91.5302669509,1.5626443805,0.6031519362,19312397.824913442,297.3816106492,85.7627911639,0.4144511818,0.4144514602,0.2011755243,0.045982664,0.1672929936,0.002400758,0.0038854635,0.0002722244,0,0,0,0,0.0000076693,0.0216621279,10.221,82.0496358537,87.4156577751,0.0230680606,2.0054404577,13.7074635084,989.9280200343,339.6056228861,0.05,0.020304826
13.5448191126,168.221066375,210.0984741427,108.1621789521,210.22364844,108.2461812744,4.3520564702,0.0009503563,4.352056574,0.0125116495,7.2535182029,4.2636609661,-43.5299999914,-172.6329460162,9.8042573853,0.042003642,-0.000044103,0.6644321429,-0.060843127,1747.8159702904,312.0218756566,0.264811991,0.0033768821,107.5558048415,91.3451439334,1.5860151559,0.6193425538,19812411.43168233,297.1756343749,90.8601054458,0.4169399342,0.4169422212,0.2007623062,0.0463115521,0.1698660759,0.0068871671,0.0110361363,-0.000046629,0,0,0,0,0.0000017412,0.0222407864,10.221,82.0496358537,87.5118021877,0.014709579,2.0957242615,13.640066111,988.7119299948,339.5647800632,0.05,0.020700323
13.5948191126,178.8638272699,215.5914167589,108.5989685305,215.7210160805,108.7608185171,4.7199055864,0.0010867409,4.7199057115,0.0131921417,7.4764830416,5.9312459581,-43.5299999902,-172.6329414534,9.8042254735,0.0315602851,-0.000087675,-0.2726434261,0.1166146816,1738.1945535323,302.4004588986,0.2635680845,0.0033751299,107.6512213378,91.1550350765,1.613950324,0.6355965045,20312976.47276959,302.2240226289,96.1582410296,0.4195055817,0.4195068814,0.2003364622,0.0466513404,0.1725177791,0.0051860834,0.008081971,-0.0001210145,0,0,0,0,-0.0000002785,0.0228225554,10.221,82.0496358537,87.4862582199,0.0287283176,1.9852048074,13.5708882279,987.4637136292,339.5228582661,0.05,0.021087064
13.6448191126,189.7759196945,220.8722754889,104.4357649671,221.0084125772,104.5511097689,5.1007618472,0.0012330324,5.1007619962,0.0138503915,7.7560524938,4.9097402821,-43.5299999889,-172.6329367291,9.8041927187,0.0035918632,0.0000255804,-0.8427643636,0.521499333,1728.6909357782,292.8968411445,0.2623269368,0.003373399,107.7647000768,90.9651763199,1.6436281926,0.6512441129,20792674.490446053,299.0992556668,101.4282711458,0.4220391256,0.4220391426,0.1999160825,0.0469875869,0.1751354563,0.0005911727,0.0012653963,0.0001849646,0,0,0,0,-0.0000025349,0.0233822566,10.221,82.0496358537,87.4684029658,0.0556720811,1.9093549111,13.4999599507,986.183913893,339.4798757301,0.05,0.021483363
13.6948191126,200.9304822455,225.2928191769,87.3613538285,225.4339195212,87.4447999153,5.4942709945,0.0014570332,5.4942711877,0.0151943453,7.974816488,3.8192786597,-43.5299999869,-172.632931848,9.8041591352,0.0155121446,0.0000420025,0.1248041664,-0.0067722896,1720.094690107,284.3005954733,0.261193442,0.0033718332,107.828182363,90.7916375478,1.666817808,0.664362446,21190242.18364555,273.2224272804,105.9576407988,0.4242112729,0.4242115906,0.1995557747,0.0472764285,0.1773790698,0.0025596215,0.0042591727,0.0002339944,0,0,0,0,0.0000000534,0.0238508286,10.221,82.0496358537,87.5086265033,0.0460693974,1.8733155848,13.4274548366,984.8756623826,339.435937631,0.05,0.021874822
13.7448191126,212.2838804927,228.8280843154,69.7791155648,228.9724952322,69.8819802875,5.8967989163,0.0017079134,5.8967991636,0.0165948051,8.1308917968,3.7902770213,-43.5299999846,-172.6329268549,9.8041248057,0.0128842658,-0.000000764,-0.5230690336,0.1435374749,1712.1736334,276.3795387662,0.260139717,0.0033703903,107.892898546,90.6301866835,1.6889454909,0.6748757306,21503563.746966753,246.0625047295,109.6453817412,0.4259837846,0.4259840047,0.1992618302,0.0475125116,0.1792094427,0.0021296153,0.0032839707,-0.0004062197,0,0,0,0,-0.0000009098,0.0242251815,10.221,82.0496358537,87.5073572142,0.0237858668,1.8659849549,13.3536571179,983.5440876624,339.3912162135,0.05,0.022259299
13.7948191126,223.7719624165,230.6871203482,36.6986085179,230.8338728446,36.7571016872,6.3057635172,0.0019325535,6.3057638133,0.0175596748,8.2297848027,2.0728379799,-43.5299999826,-172.6329217821,9.8040898643,0.0018394214,0.000005841,-0.0859613051,0.1588695383,1706.1577445017,270.363649868,0.2593334207,0.0033692943,107.937410981,90.5065662586,1.7053952375,0.6804599294,21659026.307719618,190.9860262522,111.562997096,0.4269368042,0.4269368087,0.1991038231,0.0476396381,0.180193343,0.0003042194,0.0009401034,-0.0002739673,0,0,0,0,-0.0000000242,0.0244221765,10.221,82.0496358537,87.4763757539,0.0280870333,1.9394582599,13.2789835519,982.1967095253,339.3459640325,0.05,0.022649537
13.8448191126,235.3117751941,230.9050141264,4.3354666416,231.0527775761,4.3858979237,6.7180424884,0.002176831,6.7180428411,0.018565412,8.2619898878,0.6631964994,-43.5299999804,-172.6329166681,9.8040545087,0.0026287301,0.0000905268,-0.2984093893,-0.3188651519,1702.4486118618,266.654517228,0.2588336802,0.0033686186,107.9411763862,90.429911948,1.7132633244,0.6812066371,21660185.708466668,135.7882351765,111.686761765,0.4270649781,0.4270649873,0.199082596,0.0476568594,0.1803255227,0.0004348295,0.0007347291,-0.0002192635,0,0,0,0,-0.0000002908,0.0244457677,10.221,82.0496358537,87.4487847158,0.0587945509,2.0179554097,13.203973529,980.8432605015,339.3005079586,0.05,0.023040035
13.8948191126,246.8291558366,229.7965856459,-21.7798922632,229.9443334962,21.7895913726,7.1306576487,0.002478009,7.1306580793,0.0199111299,8.2417068904,0.6500655235,-43.5299999777,-172.6329115499,9.804018994,0.0039754128,0.0000392296,-0.3481519896,0.089164721,1699.0061298474,263.2120352137,0.2583680686,0.0033679914,107.9205845548,90.3584688737,1.7182384973,0.6780272464,21536616.822171845,89.9802142857,110.3528740306,0.4265210363,0.4265210573,0.1991728169,0.0475844964,0.1797637231,0.0006572563,0.0015920361,0.0001402397,0,0,0,0,-0.0000003996,0.024328317,10.221,82.0496358537,87.4433189549,0.0374196475,1.9916693458,13.1291094707,979.4924452023,339.2551403392,0.05,0.023441453
13.9448191126,258.263456703,227.5875382976,-43.4816693172,227.7330747135,43.5130578118,7.5402576205,0.0027872018,7.5402581357,0.02117897,8.140376534,1.6524628649,-43.5299999749,-172.6329064691,9.8039835486,0.0050259138,-0.0001255649,1.7986563548,1.5033776511,1697.4656994946,261.6716048608,0.2581591549,0.0033677107,107.8812449636,90.3264059202,1.7175265672,0.6716313261,21311342.04106029,50.6247312638,107.8563905979,0.4254344554,0.4254344888,0.199353034,0.0474398984,0.178641523,0.0008300528,0.00123298,-0.0003923122,0,0,0,0,0.0000108733,0.0240944524,10.221,82.0496358537,87.4161365405,0.0148979279,2.2442746318,13.0547854218,978.151373604,339.2100999656,0.05,0.023833183
# Event BURNOUT occurred at t=13.971 seconds
13.971,264.2024287664,226.1040420048,-56.2118546444,226.2482158743,56.2465620644,7.7524825842,0.0029234468,7.7524831354,0.0216061314,8.0757275453,1.9756369854,-43.5299999737,-172.6329038367,9.803948359,0.0073650843,0.000047073,-1.8313485767,0.1395961294,1696.7940946338,261,0.2580679623,0.0033675883,107.8533861131,90.3124087227,1.7161703738,0.6673045598,21162631.833968326,27.4004904655,106.2127245314,0.4247052905,0.4247053622,0.1994739802,0.0473429115,0.1778883988,0.001215577,0.0021195826,0.0003843395,0,0,0,0,-0.0000114203,0.0239372217,10.221,82.0496358537,87.3695455686,0.0248365233,2.2755562753,13.0161838575,977.4548633583,339.1867074177,0.0261808874,0.024217219
14.0102713311,273.0264979172,223.2974525688,-70.568948933,223.4404198362,70.6055060441,8.0679276415,0.0031183541,8.0679282442,0.0221455282,7.9918016025,2.2717680868,-43.5299999719,-172.6328999238,9.8039300817,0.0238822501,0.0000521631,0.1672201224,0.0672785995,1696.7940946338,261,0.2580679623,0.0033675883,107.7894699918,90.3124087227,1.7099169621,0.65909201,20885416.636343863,0,103.1703698386,0.4233343785,0.4233351297,0.1997013958,0.0471606865,0.1764722961,0.0039383548,0.0069045029,0.000230292,0,0,0,0,0.0000000976,0.0236401641,10.221,82.0496358537,87.3297087473,0.0360481163,2.2550796569,12.9588263019,976.4199279652,339.151948739,0.0392713311,0.024637561
14.0602713311,284.1040668284,219.8240864543,-68.3355947815,219.965071861,68.4268446742,8.4649313494,0.0033834474,8.4649320255,0.0229012187,7.8742525566,3.5326417769,-43.5299999695,-172.6328949993,9.8039029254,0.038056086,-0.0000952096,-0.3669596596,0.2008720103,1696.7940946338,261,0.2580679623,0.0033675883,107.7179317709,90.3124087227,1.702917821,0.6489203516,20542360.617710914,0,99.4821849861,0.4216602828,0.4216621817,0.1999791577,0.0469384341,0.174742691,0.0062681366,0.0102404022,0.0004531486,0,0,0,0,-0.0000004851,0.0232726205,10.221,82.0496358537,87.3922023036,0.0183150209,2.1913818597,12.8868206461,975.1206884665,339.1083133115,0.05,0.025020435
14.1102713311,295.0107220421,216.4590057398,-66.3328070019,216.5959573842,66.3739603816,8.8541761138,0.0036312037,8.8541768584,0.0234976843,7.7011420783,2.3369492911,-43.5299999673,-172.632890171,9.8038688341,0.0139008955,0.0000916463,-1.7899742114,-0.0851163123,1696.7940946338,261,0.2580679623,0.0033675883,107.68731846,90.3124087227,1.6999226825,0.6390783201,20210681.031672496,0,95.9955040753,0.4200655528,0.4200658054,0.200243806,0.0467270038,0.1730947429,0.0022841891,0.0037284927,-0.0003808408,0,0,0,0,-0.0000119037,0.0229157734,10.221,82.0496358537,87.3880560883,0.0164228603,2.2903932849,12.8159272353,973.8415178456,339.0653519046,0.05,0.025401446
14.1602713311,305.7516001394,213.1918867292,-64.3973350897,213.3265280137,64.4270731898,9.2358795118,0.0038737708,9.2358803242,0.0240313553,7.5780595941,1.9572922989,-43.5299999651,-172.6328854363,9.803835269,0.0290317536,0.000086635,0.3590121376,0.0493659198,1696.7940946338,261,0.2580679623,0.0033675883,107.6212910414,90.3124087227,1.6934627061,0.6295132574,19888660.157226562,0,92.6847122599,0.4185393615,0.4185404588,0.2004971314,0.0465249278,0.1715173024,0.0047656587,0.0085139044,0.0001313656,0,0,0,0,0.0000004936,0.0225701485,10.221,82.0496358537,87.3185539066,0.0798126325,2.2795135998,12.7461118813,972.5817992246,339.0230438001,0.05,0.025790291
14.2102713311,316.3314606356,210.0183924342,-62.499427211,210.1519067732,62.5632816362,9.6127822649,0.0041965188,9.6127831809,0.0250128208,7.4899105328,2.8259170868,-43.5299999622,-172.6328807611,9.8038022142,0.0194283503,-0.0000284469,-1.3545856274,0.082032273,1696.7940946338,261,0.2580679623,0.0033675883,107.5823101478,90.3124087227,1.6896489018,0.6202097547,19575764.576643128,0,89.5361440035,0.4170772739,0.4170777638,0.2007398646,0.0463315912,0.1700058182,0.0031836737,0.0056390593,0.0000692817,0,0,0,0,-0.0000072418,0.0222343194,10.221,82.0496358537,87.354044388,0.0281237387,2.153178783,12.6773430896,971.3409643287,338.9813699123,0.05,0.026175429
14.2602713311,326.7549922584,206.9377504398,-60.747135068,207.0682587832,60.8029298143,9.9838987061,0.0044832217,9.9838997126,0.0257283924,7.3505944265,2.6041995005,-43.5299999596,-172.6328761577,9.8037696551,0.0128416399,0.0001231301,0.7770607852,-0.0489718537,1696.7940946338,261,0.2580679623,0.0033675883,107.543226881,90.3124087227,1.6858250815,0.6111863292,19272533.902284395,0,86.5489636332,0.4156802706,0.415680484,0.200971838,0.0461470979,0.1685613348,0.0021010143,0.0034637673,-0.0000653584,0,0,0,0,0.0000024546,0.021907677,10.221,82.0496358537,87.4075574813,-0.0296191697,2.1522883136,12.6095899969,970.1184562753,338.9403115381,0.05,0.026567008
14.3102713311,337.026671629,203.9430237236,-59.0945506309,204.0704867082,59.1316335175,10.3477496037,0.0046775468,10.3477506609,0.025899706,7.2115615384,2.0938405354,-43.5299999579,-172.6328716445,9.8037375773,0.0107710576,0.0001504015,-0.7238739238,-0.1101304011,1696.7940946338,261,0.2580679623,0.0033675883,107.5023478422,90.3124087227,1.6818255669,0.6024174918,18978120.98996472,0,83.7081927543,0.4143425553,0.4143427049,0.2011940093,0.0459706575,0.1671778885,0.0017598444,0.0033135678,0.0001977448,0,0,0,0,-0.0000021931,0.0215905707,10.221,82.0496358537,87.3688396856,0.002012833,2.183264791,12.5428242116,968.9137627784,338.8998514722,0.05,0.026953629
