# Untuned case (Up to date)
# 704 data points written for 54 variables.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=12 seconds
24.5102713311,1127.1413138759,8.5513163812,-9.8256421202,8.7190078093,9.8291813624,43.2699296298,0.0164706413,43.2699327646,0.0218095614,1.7017888609,0.2637483269,-43.5299998506,-172.6324632712,9.8012762569,5.4699058131,0.0000692054,9.8799758382,0.0037694419,1696.7940946338,261,0.2580679623,0.0033675883,101.9458826197,90.3124087227,1.1381933174,0.0281144251,824161.058786807,0,0.1882477787,0.4386271384,0.4707299206,0.2767105741,0.0418138096,0.1201027547,1.0162236128,0.9651361222,-0.0003365356,0,0,0,0,0.1910674637,0.0009375857,10.221,82.0496358537,70.4029667293,-0.0115449334,2.2979001703,7.4070814446,880.8602615452,335.7875913555,0.05,0.079204012
24.5602713311,1127.5566020678,8.0603161379,-9.813061219,8.2353001238,9.8167061804,43.3546908814,0.0164417243,43.354693999,0.0217287068,1.6886301807,0.2674878384,-43.5299998509,-172.6324622198,9.8012749038,6.1049213144,0.0000679798,10.3060596472,0.0033389798,1696.7940946338,261,0.2580679623,0.0033675883,101.5182138091,90.3124087227,1.0963511483,0.0267544342,784263.9226663746,0,0.1739892299,0.4414818621,0.4804553289,0.279510682,0.0418781261,0.120093054,1.1545350868,1.0363690956,0.0001067397,0,0,0,0,0.2295785881,0.0008870921,10.221,82.0496358537,69.8982113646,-0.0116965145,2.2786180044,7.4043820719,880.8160867946,335.7859555356,0.05,0.07936583
24.6102713311,1127.9473599918,7.570154065,-9.7946779997,7.7531459555,9.7990351486,43.4387749486,0.0164123727,43.4387780491,0.0216479319,1.674526691,0.2921861161,-43.5299998511,-172.6324611768,9.8012736262,7.2652661485,0.0000687086,10.7468950537,0.003176748,1696.7940946338,261,0.2580679623,0.0033675883,100.7786781825,90.3124087227,1.0239966207,0.0255083014,747708.9125219865,0,0.1634305926,0.4442707248,0.4964928652,0.282244312,0.0419418252,0.1200845875,1.4180236456,1.1776447595,-0.0002770995,0,0,0,0,0.2746278251,0.0008368195,10.221,82.0496358537,69.3719376143,-0.011826064,2.3326086982,7.4018421322,880.7745211357,335.7844163321,0.05,0.079528028
24.6602713311,1128.3136289046,7.0806943707,-9.7836402954,7.272662553,9.7879919269,43.522136436,0.0163826015,43.5221395194,0.0215672748,1.6599360946,0.2918364802,-43.5299998514,-172.6324601428,9.8012724241,8.0216845633,0.0000690877,11.1714672361,0.0030515939,1696.7940946338,261,0.2580679623,0.0033675883,100.3237121355,90.3124087227,0.9794837504,0.0241563701,708056.9848011227,0,0.1502435301,0.4475066565,0.5089726237,0.2854140163,0.0420167813,0.1200758589,1.5972080703,1.2340287895,0.0004465215,0,0,0,0,0.3309043042,0.0007868058,10.221,82.0496358537,68.8239115081,-0.0119410476,2.2969393051,7.3994613971,880.7355608324,335.7829736067,0.05,0.079690717
24.7102713311,1128.6554388573,6.5918008175,-9.7719916243,6.794029149,9.7764220116,43.6047677088,0.016352427,43.604770775,0.021486756,1.6452945209,0.2942907459,-43.5299998517,-172.6324591178,9.8012712974,8.9509748844,0.0000675091,11.5716946604,0.0026198965,1696.7940946338,261,0.2580679623,0.0033675883,99.7921494412,90.3124087227,0.9274768338,0.0228298755,669154.7510723646,0,0.1381362671,0.4509225831,0.5239388398,0.2887577314,0.0420970952,0.1200677564,1.8252842338,1.2956833827,-0.0001905798,0,0,0,0,0.3974986512,0.0007370919,10.221,82.0496358537,68.2552201614,-0.0120344751,2.2679404367,7.3972396317,880.6992020386,335.7816272168,0.05,0.079848668
24.7602713311,1128.9728190276,6.1034802796,-9.7630779004,6.3175271417,9.767349189,43.6866625591,0.0163218659,43.6866656081,0.0214063957,1.6305452042,0.2888253643,-43.5299998519,-172.6324581019,9.8012702459,9.8184661766,0.0000686333,11.9467099297,0.0023748064,1696.7940946338,261,0.2580679623,0.0033675883,99.3214575687,90.3124087227,0.8814253836,0.0214695018,629263.3516264467,0,0.1255914839,0.4547090596,0.5386577507,0.2924616246,0.0421875129,0.1200599221,2.0460124606,1.324325588,-0.0004497035,0,0,0,0,0.4790763751,0.0006877267,10.221,82.0496358537,67.667150536,-0.0121099383,2.2058645652,7.3951766595,880.6654418683,335.7803770557,0.05,0.08000759
24.8102713311,1129.265787559,5.61526886,-9.7621235084,5.8434691752,9.7656071459,43.7678468804,0.0162909357,43.7678499122,0.0213261991,1.6170614185,0.2608208849,-43.5299998522,-172.6324570949,9.8012692695,10.1970138882,0.0000688081,12.256345947,0.0020243869,1696.7940946338,261,0.2580679623,0.0033675883,99.1232971512,90.3124087227,0.8620378073,0.0199704513,585311.1085479114,0,0.1106498694,0.4592667539,0.5485133581,0.2969166686,0.0422982388,0.1200518465,2.1446702277,1.2664594172,-0.0003734679,0,0,0,0,0.5827755186,0.0006388129,10.221,82.0496358537,67.0618015072,-0.0121685795,2.0482046996,7.3932723863,880.6342787784,335.7792230661,0.05,0.080165841
24.8602713311,1129.5343565613,5.1276369754,-9.7446484171,5.3724725221,9.7487318867,43.8483621464,0.0162596536,43.848365161,0.0212461638,1.6033714632,0.2821358265,-43.5299998525,-172.6324560962,9.8012683683,12.1142963839,0.0000677694,12.5467446755,0.0018000613,1696.7940946338,261,0.2580679623,0.0033675883,98.1837597421,90.3124087227,0.7701155483,0.0187982165,550940.7730906591,0,0.1026422081,0.4631588072,0.5742736323,0.3007184759,0.0423943928,0.1200459385,2.665953461,1.3642062602,0.0002726826,0,0,0,0,0.6892655916,0.0005904021,10.221,82.0496358537,66.4416372287,-0.0122213009,2.0775638475,7.3915266553,880.605710204,335.7781651531,0.05,0.080326756
24.9102713311,1129.7785609815,4.640617958,-9.7352669039,4.9052486065,9.7392878941,43.9281804447,0.0162280363,43.9281834422,0.0211663205,1.5893800234,0.2798338685,-43.5299998528,-172.6324551061,9.8012675421,13.5949696032,0.000068745,12.8012732352,0.0015896769,1696.7940946338,261,0.2580679623,0.0033675883,97.5246445013,90.3124087227,0.7056291731,0.0174877846,512523.0555733384,0,0.0918239696,0.4679091238,0.5936431985,0.3053556631,0.0425137037,0.1200397569,3.0926728858,1.3528026155,0.000000192,0,0,0,0,0.8290810754,0.0005426269,10.221,82.0496358537,65.8078035858,-0.0122673266,2.0085250973,7.3899393426,880.579734115,335.7772032416,0.05,0.080484106
24.9602713311,1129.9984287946,4.1542257095,-9.7195332342,4.442807967,9.723950693,44.0072952897,0.0161961007,44.00729827,0.0210866895,1.5751036114,0.2930713044,-43.529999853,-172.6324541248,9.8012667909,15.8468946063,0.0000678803,13.0230720881,0.0013679193,1696.7940946338,261,0.2580679623,0.0033675883,96.6202799137,90.3124087227,0.6171481451,0.0163152182,478148.5034402881,0,0.0824574505,0.4725787064,0.6124839598,0.3099110615,0.0426330406,0.1200346042,3.7806456531,1.3473734842,-0.0003171378,0,0,0,0,0.9858336045,0.0004956426,10.221,82.0496358537,65.1620555488,-0.0123068943,1.9961289705,7.3885101932,880.5563463409,335.7763371771,0.05,0.080646534
25.0102713311,1130.1939994111,3.6687713885,-9.6988439369,3.9866134383,9.7039622655,44.0856742925,0.0161638639,44.0856772557,0.0210073035,1.559872817,0.3151347942,-43.5299998533,-172.6324531525,9.8012661145,18.7508794784,0.0000690102,13.2136348677,0.001320953,1696.7940946338,261,0.2580679623,0.0033675883,95.6059354454,90.3124087227,0.5179069291,0.0152523482,446991.1167499978,0,0.0727470465,0.4772142359,0.6183050817,0.314430507,0.0427534865,0.1200302424,4.7340027097,1.2904292027,0.0001226078,0,0,0,0,1.1612765951,0.0004496564,10.221,82.0496358537,64.5060111793,-0.0123428486,2.0134396053,7.3872389752,880.5355430856,335.7755668189,0.05,0.080806318
25.0602713311,1130.3653214903,3.1842114975,-9.6868769687,3.5387622083,9.6920494766,44.1632689761,0.0161313438,44.1632719223,0.0209282034,1.5439025573,0.3166033032,-43.5299998536,-172.63245219,9.8012655129,21.8086570852,0.0000689256,13.3491526631,0.0011396906,1696.7940946338,261,0.2580679623,0.0033675883,94.6948671587,90.3124087227,0.428770026,0.0141634183,415072.0468985712,0,0.0621129904,0.4824319376,0.6122321872,0.3195144767,0.0428913826,0.1200260783,5.5923814695,0.2345703557,-0.0002599721,0,0,0,0,1.3744769927,0.0004049862,10.221,82.0496358537,63.8416595886,-0.0123742422,1.9885221304,7.3861253873,880.5173194194,335.7748919847,0.05,0.080967705
25.1102713311,1130.512425587,2.7000348516,-9.6769698945,3.1025697973,9.6820567868,44.2400738595,0.0160985549,44.2400767885,0.0208494049,1.5283164421,0.3138109025,-43.5299998539,-172.6324512373,9.8012649858,25.4555096416,0.0000683746,13.2683085114,0.0009303231,1696.7940946338,261,0.2580679623,0.0033675883,93.7844527539,90.3124087227,0.3396970973,0.0131429666,385161.6092638127,0,0.0516007464,0.4878316862,0.5906725548,0.3247725841,0.0430366463,0.1200224559,6.5252252344,-1.7992498258,0.000284326,0,0,0,0,1.5769286679,0.0003621525,10.221,82.0496358537,63.1757449418,-0.0124041514,1.9623304601,7.3851692269,880.501672026,335.7743125515,0.05,0.081127118
25.1602713311,1130.635343471,2.2169264818,-9.6474632427,2.6832728227,9.6538381878,44.3160815836,0.0160655093,44.3160844956,0.0207709211,1.5116844959,0.3507773336,-43.5299998542,-172.6324502945,9.8012645333,30.912917558,0.000068124,12.9562303871,0.0009369967,1696.7940946338,261,0.2580679623,0.0033675883,92.7136993023,90.3124087227,0.2349369513,0.0125977944,369180.9136753243,0,0.0426956537,0.4909520146,0.5319596865,0.3278096206,0.0431217625,0.1200206316,8.0765914998,-4.7574577302,-0.0002928907,0,0,0,0,1.6365801676,0.0003217508,10.221,82.0496358537,62.5191234511,-0.0124320186,2.0908519739,7.384370227,880.4885965358,335.7738283576,0.05,0.081285389
25.2102713311,1130.7341416187,1.7352132292,-9.6218068413,2.2893848754,9.6292292559,44.391214989,0.0160322224,44.391217884,0.0206928024,1.4934249753,0.3780068413,-43.5299998545,-172.6324493625,9.8012641552,36.3439513304,0.0000684147,12.4142038273,0.0009209412,1696.7940946338,261,0.2580679623,0.0033675883,91.9266905225,90.3124087227,0.1579377556,0.0119860005,351249.0115627563,0,0.0333015876,0.4946759241,0.4583588628,0.3314327883,0.0432244594,0.1200186763,9.7594537906,-7.7875062205,-0.0004054013,0,0,0,0,1.6598129701,0.0002847406,10.221,82.0496358537,61.8839475979,-0.0124624004,2.1378832103,7.383728043,880.4780873098,335.7734391941,0.05,0.081599807
25.2602713311,1130.8088832532,1.2546178811,-9.6019168505,1.9357528938,9.6099933578,44.4654072893,0.0159987126,44.4654101675,0.0206150967,1.4741347422,0.3939100567,-43.5299998548,-172.6324484422,9.8012638512,41.9745599482,0.0000686097,11.6911867798,0.0008244177,1696.7940946338,261,0.2580679623,0.0033675883,91.3467369041,90.3124087227,0.1011963782,0.0113013041,331181.7694015864,0,0.0241827298,0.4991576606,0.3744048047,0.3357914006,0.0433496564,0.1200166035,11.5905071683,-10.945976055,-0.0001972192,0,0,0,0,1.6558875271,0.0002525909,10.221,82.0496358537,61.2806019325,-0.0124955059,2.1071326498,7.383242232,880.4701370991,335.7731447926,0.05,0.081764379
25.3102713311,1130.8594991404,0.7689183566,-9.73382678,1.6545269448,9.7348377567,44.5388328068,0.015964962,44.5388356682,0.0205376937,1.4649996491,0.1402938586,-43.5299998551,-172.6324475315,9.8012636213,48.5689779517,0.0000682498,11.5341302973,0.000723062,1696.7940946338,261,0.2580679623,0.0033675883,106.8917186376,90.3124087227,1.6220829581,0.010881036,318864.4555837405,0,0.0164137884,0.5020931921,0.2741348213,0.3386451971,0.0434326034,0.1200153916,4.4025617649,-2.9035782373,0.0001900326,0,0,0,0,1.7386032332,0.000228824,10.221,82.0496358537,60.7052619359,-0.0125294772,2.1048790788,7.3829136227,880.4647594676,335.7729456554,0.05,0.081925806
25.3602713311,1130.885783253,0.2825392382,-9.7227652922,1.4848148276,9.7239176249,44.6119019173,0.015930906,44.6119047618,0.0204603167,1.4576853745,0.1496965239,-43.5299998554,-172.6324466251,9.8012634656,55.7592672618,0.0000686577,11.1832903704,0.0007949541,1696.7940946338,261,0.2580679623,0.0033675883,107.4003155943,90.3124087227,1.6718429578,0.0110166406,322837.5193974716,0,0.0106987286,0.5011299031,0.1743135162,0.337708823,0.0434053024,0.1200157776,4.6709452517,-3.9654924282,-0.0004082488,0,0,0,0,1.59445542,0.0002146668,10.221,82.0496358537,60.1397418183,-0.012562214,2.2306299812,7.3827423906,880.461957284,335.7728418887,0.05,0.082084588
# Event APOGEE occurred at t=25.41 seconds
25.4102713311,1130.8877571745,-0.2035400863,-9.7176877495,1.4645520319,9.7188360292,44.6846024626,0.0158965486,44.6846052902,0.0203829743,1.4503393008,0.149393998,-43.5299998557,-172.6324457233,9.8012633848,62.7874039972,0.0000685564,10.8853274695,0.0007058975,1696.7940946338,261,0.2580679623,0.0033675883,108.1240720373,90.3124087227,1.742653685,0.0108631683,318340.0264812399,0,0.0058162164,0.5022215469,0.0974596628,0.3387699586,0.0434362472,0.1200153411,4.8688189666,-4.8813788626,0.0004315187,0,0,0,0,1.5536083514,0.0002126297,10.221,82.0496358537,59.587807138,-0.0125954054,2.1914671022,7.382729577,880.4617475928,335.7728341237,0.05,0.08224335
25.4602713311,1130.8654421255,-0.6888914004,-9.6972342551,1.5982235395,9.6988554309,44.7569200783,0.0158618953,44.7569228891,0.0203056782,1.4421328374,0.1773258927,-43.529999856,-172.6324448263,9.8012633787,69.2408767092,0.0000686198,10.5062702076,0.0007894576,1696.7940946338,261,0.2580679623,0.0033675883,108.565364989,90.3124087227,1.7858288099,0.0115992927,339912.4958993436,0,0.0031823607,0.4971642101,0.0467716373,0.3338529652,0.0432937542,0.1200174907,5.1302472441,-5.4427418964,-0.0003866659,0,0,0,0,1.2694203457,0.0002226005,10.221,82.0496358537,59.0526659087,-0.0126284831,2.3912069953,7.3828745966,880.4641208117,335.7729220055,0.05,0.082400268
25.5102713311,1130.8188816241,-1.1734274127,-9.6850828734,1.8520483981,9.6869731659,44.8287983692,0.0158269564,44.8288011631,0.0202284648,1.432882192,0.191360528,-43.5299998563,-172.6324439347,9.8012634473,75.6096107129,0.0000685381,10.0549668028,0.0007655198,1696.7940946338,261,0.2580679623,0.0033675883,109.255465448,90.3124087227,1.8533467102,0.0119046135,348861.2767882168,0,0.0012047026,0.4951909878,0.0168090424,0.3319338053,0.043238759,0.1200184236,5.3044443002,-5.8744797519,-0.0004105563,0,0,0,0,1.1038283465,0.0002430667,10.221,82.0496358537,58.5383592722,-0.0126645056,2.3882718293,7.3831772511,880.4690736988,335.7731054142,0.05,0.082580069
25.5602713311,1130.7481064977,-1.6574964889,-9.6753424543,2.1846344252,9.6774552859,44.9002012238,0.0157917428,44.9002040008,0.0201513613,1.4231419329,0.2022107876,-43.5299998566,-172.632443049,9.8012635906,82.0422477336,0.0000688027,9.5624660486,0.0007188613,1696.7940946338,261,0.2580679623,0.0033675883,110.0867509778,90.3124087227,1.9346778451,0.0121393999,355743.9182815404,0,0.000227587,0.4937189277,0.0030538174,0.3305018182,0.0431979521,0.1200191575,5.4288254319,-6.1329852772,-0.0002517001,0,0,0,0,0.960097887,0.0002717053,10.221,82.0496358537,58.047772689,-0.0127028198,2.3006636151,7.3836372992,880.4766023042,335.7733842033,0.05,0.082739622
25.6102713311,1130.6531472148,-2.1406966268,-9.6539623579,2.5645633847,9.6567492365,44.9710918037,0.0157562672,44.9710945639,0.0200743975,1.4122334459,0.2319840728,-43.5299998569,-172.6324421696,9.8012638083,87.3236932027,0.0000687444,9.0021944691,0.0007149175,1696.7940946338,261,0.2580679623,0.0033675883,110.6286385703,90.3124087227,1.9876949269,0.0128518909,376626.6533024041,0,0.0000101886,0.4894761668,0.0001219734,0.3263732968,0.0430813978,0.1200214722,5.5875720685,-6.2278001939,-0.0004828178,0,0,0,0,0.7591575097,0.0003060823,10.221,82.0496358537,57.5833666839,-0.0127424595,2.3347290767,7.3842545112,880.4867028683,335.7737582338,0.05,0.082896721
25.6602713311,1130.5340500863,-2.6230724185,-9.6400276614,2.9734087248,9.643259155,45.0414071136,0.0157205465,45.0414098571,0.0199976197,1.4002323137,0.2496273575,-43.5299998573,-172.6324412974,9.8012641004,93.1940031474,0.0000686016,8.3973529864,0.0005917962,1696.7940946338,261,0.2580679623,0.0033675883,111.4740560601,90.3124087227,2.0704087014,0.0132761064,389062.5747382621,0,-0.0000182906,0.4870961955,-0.0002051942,0.324056574,0.0430167084,0.1200229132,5.6628048313,-6.1767684856,-0.0001759916,0,0,0,0,0.6190294728,0.0003444883,10.221,82.0496358537,57.1482154948,-0.0127822763,2.2040741792,7.3850286575,880.4993716329,335.7742273664,0.05,0.083152621
25.7102713311,1130.3908544657,-3.1045758071,-9.6188378419,3.4003554282,9.6228464341,45.1110960839,0.0156845994,45.1110988106,0.0199210702,1.3870926774,0.2777266029,-43.5299998576,-172.632440433,9.8012644668,98.3075855957,0.0000684725,7.7499898356,0.0005608678,1696.7940946338,261,0.2580679623,0.0033675883,112.1635339535,90.3124087227,2.1378656913,0.0139364652,408420.0282021352,0,-0.0003329829,0.4835869682,-0.0033899076,0.3206394813,0.0429222376,0.1200252493,5.7460042274,-6.0403312769,-0.0001871294,0,0,0,0,0.4784796733,0.0003856627,10.221,82.0496358537,56.7443621864,-0.0128225862,2.1142196061,7.3859594196,880.5146033874,335.7747914082,0.05,0.083352068
25.7602713311,1130.2236136827,-3.584798107,-9.5879514203,3.8384659419,9.5932676896,45.1800880664,0.0156484488,45.1800907764,0.019844805,1.3722402558,0.3193313728,-43.5299998579,-172.6324395772,9.8012649073,102.3942563508,0.0000685718,7.0444813622,0.0005015145,1696.7940946338,261,0.2580679623,0.0033675883,112.6087922809,90.3124087227,2.1814287798,0.0148368206,434812.332388374,0,-0.0011847537,0.4791447107,-0.0106416464,0.3163118726,0.0428042211,0.1200286171,5.8588998795,-5.9076478949,-0.0000421763,0,0,0,0,0.3488037583,0.0004287069,10.221,82.0496358537,56.3742604265,-0.0128623411,2.0871642719,7.3870464731,880.5323928236,335.7754501627,0.05,0.083533341
25.8102713311,1130.032406519,-4.0631409121,-9.546251778,4.2830708985,9.5536449707,45.24827674,0.0156121235,45.2482794334,0.019768902,1.3548366138,0.375778148,-43.5299998582,-172.6324387314,9.8012654218,105.4848409566,0.0000685072,6.2414856249,0.0005153921,1696.7940946338,261,0.2580679623,0.0033675883,112.8008439381,90.3124087227,2.2002186885,0.0159271398,466773.6835124783,0,-0.0025392772,0.474223216,-0.0197918736,0.3115146922,0.0426755461,0.1200329776,6.0118486456,-5.8417356296,-0.0000305381,0,0,0,0,0.2376091784,0.0004729528,10.221,82.0496358537,56.0417052879,-0.0129019326,2.1224596967,7.3882892995,880.5527314551,335.7762033155,0.05,0.083710567
25.8602713311,1129.8173320485,-4.5394954171,-9.5051491528,4.7316715658,9.5148500664,45.3155289048,0.0155756577,45.3155315816,0.0196934569,1.3348022945,0.4295478672,-43.5299998585,-172.6324378972,9.80126601,108.8110388474,0.0000685162,5.356091011,0.0005098268,1696.7940946338,261,0.2580679623,0.0033675883,113.1278756542,90.3124087227,2.2322147472,0.0169150597,495736.1739347465,0,-0.0048835292,0.4701357708,-0.0337464261,0.3075282186,0.0425703567,0.1200371955,6.1228470716,-5.7062067343,0.0001388094,0,0,0,0,0.1551348905,0.0005180444,10.221,82.0496358537,55.7514581031,-0.0129426096,2.0785734642,7.389687291,880.5756093352,335.7770504983,0.05,0.083885429
25.9102713311,1129.5784994539,-5.013356218,-9.4508977151,5.1820510409,9.4642023769,45.3817003354,0.0155390906,45.3817029957,0.0196185746,1.3114543157,0.5016562666,-43.5299998589,-172.6324370764,9.8012666716,111.1977520942,0.000068606,4.3447898349,0.0005180343,1696.7940946338,261,0.2580679623,0.0033675883,113.188115207,90.3124087227,2.2381084516,0.0180759782,529771.1828716082,0,-0.0076653183,0.465719927,-0.0463825991,0.303218996,0.0424584547,0.1200424763,6.2876008034,-5.6864200596,0.0000130619,0,0,0,0,0.0893906613,0.000563617,10.221,82.0496358537,55.5084173562,-0.0129846748,2.1098919314,7.3912396756,880.6010138327,335.7779912434,0.05,0.084058517
25.9602713311,1129.3160357219,-5.4848009257,-9.403831384,5.6333158085,9.4205648633,45.4466239098,0.0155024669,45.4466265539,0.0195443757,1.2849925305,0.5612465092,-43.5299998592,-172.632436271,9.8012674063,114.3656297846,0.0000686195,3.2503074599,0.0004878158,1696.7940946338,261,0.2580679623,0.0033675883,113.5649758313,90.3124087227,2.2749796604,0.0190471903,558248.8307606201,0,-0.0122973715,0.4623047815,-0.0670139402,0.2998844488,0.0423731693,0.1200471634,6.363782726,-5.49649204,-0.0004522946,0,0,0,0,0.0450549584,0.0006095552,10.221,82.0496358537,55.318248055,-0.0130264054,2.0044407436,7.3929457092,880.628932766,335.7790250998,0.05,0.084237045
# Event EJECTION_CHARGE occurred at t=25.971 seconds
25.971,1129.2566501559,-5.5856191698,-9.3902826987,5.7301539704,9.4081237453,45.4603775258,0.0154946057,45.4603801664,0.0195285549,1.2788756837,0.5791228238,-43.5299998593,-172.6324361004,9.8012682137,114.806829442,0.0000685488,2.9981924293,0.0004896374,1696.7940946338,261,0.2580679623,0.0033675883,113.5681392392,90.3124087227,2.2752891612,0.019301832,565715.1130216211,0,-0.0132218251,0.46144743,-0.0701626402,0.2990470638,0.0423519334,0.1200484329,6.3988376721,-5.4965760674,0.0001295468,0,0,0,0,0.0373316242,0.0006194314,10.221,82.0496358537,55.2847408248,-0.0130353908,2.0084063655,7.3933317731,880.6352506336,335.7792590545,0.0107286689,0.084410945
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=25.972 seconds
25.9735,1129.2426567667,-5.6090908753,-9.3870787131,5.7527131799,9.4051872789,45.4635729003,0.0154927739,45.4635755401,0.0195248738,1.2774225938,0.5833532241,-43.5299998593,-172.6324360608,9.8012683964,114.9083420935,0.0000685448,2.9392441291,0.0004802549,1696.7940946338,261,0.2580679623,0.0033675883,113.5686176039,90.3124087227,2.2753359633,0.0193613072,567458.9868783655,0,-0.0134428189,0.4612493389,-0.0708976499,0.2988535702,0.0423470368,0.1200487318,6.4070496641,-5.4964792283,0.0001151861,0,0,0,0,0.0356579824,0.0006217349,10.221,82.0496358537,55.277318974,-0.0130374719,2.0093304367,7.393422731,880.6367391427,335.779314175,0.0025,0.084608338
25.9745,1129.2370479194,-5.6086036471,0.4872281847,6.4976602925,6.0478831038,45.4648473086,0.0154920418,45.464849948,0.0195234039,1.2713943691,6.0282251728,-43.5299998593,-172.632436045,9.8012684395,NaN,NaN,NaN,NaN,1696.7940946338,261,NaN,NaN,NaN,NaN,NaN,0.0193613072,567156.4388074763,0,20.234053872,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0006217349,NaN,NaN,NaN,NaN,2.0093304367,7.393422731,880.6367391429,335.779314175,0.001,0.084689627
26.042413113,1128.8572597662,-5.5759271826,0.4811510334,6.2723879036,6.034027046,45.537320911,0.015445161,45.5373235303,0.0194333458,0.8629097323,6.0148130541,-43.5299998597,-172.632435146,9.8012684567,NaN,NaN,NaN,NaN,1696.7940946338,261,NaN,NaN,NaN,NaN,NaN,0.019351539,547493.499012079,0,20.2136557937,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0006214227,NaN,NaN,NaN,NaN,2.0097000652,7.3934591885,880.6373357635,335.7793362682,0.067913113,0.084736934
26.1087409255,1128.487564802,-5.5715824572,0.0655038243,6.1206413906,5.079494741,45.5833834285,0.0154044434,45.5833860314,0.0193625285,0.5260260547,5.0790723634,-43.5299998601,-172.6324345746,9.801269625,NaN,NaN,NaN,NaN,1696.7940946338,261,NaN,NaN,NaN,NaN,NaN,0.0186772662,534264.2021200638,0,18.8304384277,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0006029312,NaN,NaN,NaN,NaN,2.0076908262,7.3959278115,880.6777343367,335.7808322538,0.0663278124,0.084781035
26.1923287837,1128.0211713456,-5.5877764818,-0.1937365656,5.986769829,4.3334367576,45.6122292207,0.0153593753,45.6122318067,0.0192936711,0.1641659854,4.3291038652,-43.5299998605,-172.6324342168,9.8012707623,NaN,NaN,NaN,NaN,1696.7940946338,261,NaN,NaN,NaN,NaN,NaN,0.0181999236,522594.0205864215,0,17.8810238882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000594158,NaN,NaN,NaN,NaN,1.9848268003,7.3983308288,880.7170592839,335.7822884822,0.0835878582,0.084824966
26.331883259,1127.2381873009,-5.633419293,-0.3270608916,5.8804631766,3.759422411,45.5986697883,0.0152977329,45.5986723543,0.0192219532,0.3584900103,3.7451686261,-43.529999861,-172.632434385,9.8012721971,NaN,NaN,NaN,NaN,1696.7940946338,261,NaN,NaN,NaN,NaN,NaN,0.017894368,513333.3421800237,0,17.28663671,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0005913736,NaN,NaN,NaN,NaN,2.0450348219,7.4013623863,880.7666701789,335.7841256061,0.1395544754,0.084869327
26.4425849008,1126.6113379149,-5.6916049085,-0.5256075219,5.8255579901,2.5549156015,45.5436641816,0.0152593441,45.5436667379,0.019196874,0.6352734303,2.5002660786,-43.5299998614,-172.6324350673,9.8012746058,NaN,NaN,NaN,NaN,1696.7940946338,261,NaN,NaN,NaN,NaN,NaN,0.0173758337,508571.9857239271,0,16.3008498214,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0005979932,NaN,NaN,NaN,NaN,1.8773520016,7.4064517825,880.8499572378,335.7872097802,0.1107016418,0.084912627
26.6260020351,1125.5594729675,-5.7780426954,-0.4712634246,5.8346233731,1.9567631955,45.395198434,0.0152121355,45.3952009828,0.0192000731,0.9836130177,1.8991663929,-43.5299998618,-172.6324369089,9.8012765341,NaN,NaN,NaN,NaN,1696.7940946338,261,NaN,NaN,NaN,NaN,NaN,0.0172977243,509388.7119821711,0,16.155851063,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0006089378,NaN,NaN,NaN,NaN,1.7942007301,7.4105263036,880.9166360444,335.78967894,0.1834171343,0.084955987
